0.9, 2.81818181818
0.69696969697, 2.61616161616
1.1, 2.77
1.12121212121, 3.58
1.76767676768, 1.39393939394
1.4, 2.6
2.4, 3.4
0.989898989899, 3.76237623762
2.0, 3.4
2.22222222222, 3.89
2.67, 2.42222222222
3.0, 3.89
2.0, 3.75
2.42, 3.57575757576
3.22, 2.88888888889
2.8, 3.86
3.25, 2.75
4.0, 1.87
3.61386138614, 2.0
4.0, 2.84
0.84, 2.61290322581
0.707070707071, 2.72277227723
2.27722772277, 3.43
3.23762376238, 3.67
3.5, 3.88888888889
3.36633663366, 3.74257425743
3.0, 3.5
3.25, 4.0
4.0, 2.75
4.0, 3.15
1.54545454545, 2.6
1.66666666667, 2.11111111111
1.0, 3.75
2.75, 3.75
0.75, 3.25
1.77, 3.12371134021
2.9, 2.6
1.29, 2.28
1.76237623762, 2.75
2.43, 3.5
3.83, 3.0
0.7, 2.39603960396
1.31, 2.41
0.92, 3.77173913043
2.88, 2.85416666667
2.93, 2.28260869565
4.0, 3.0
1.62, 2.99
0.99, 2.77551020408
0.96, 1.73958333333
0.475247524752, 1.65
1.08, 2.89108910891
1.52525252525, 3.08
1.73737373737, 2.0412371134
2.82, 2.10416666667
2.39, 1.85
3.0, 2.67676767677
3.3, 2.04210526316
2.6, 2.7
2.57, 3.4
2.57, 2.87
2.9900990099, 3.25
3.0, 3.45
2.8, 2.86
0.151515151515, 3.29166666667
0.0, 3.11
0.049504950495, 2.95918367347
0.45, 1.91919191919
1.13861386139, 1.41414141414
1.22, 1.81818181818
2.21, 2.37623762376
2.36633663366, 2.40816326531
2.79, 1.47191011236
2.4, 2.5
1.15, 2.92
1.02, 2.51
3.0, 0.71
2.17, 3.0
1.92, 1.07
3.87128712871, 2.88888888889
4.0, 2.87368421053
3.51, 3.20833333333
4.0, 2.875
3.0, 2.75
1.31, 3.13
1.22, 2.88888888889
2.8, 3.25
0.75, 2.7
1.0099009901, 3.38383838384
1.47524752475, 3.47959183673
1.6, 3.4
1.33, 2.41584158416
1.43, 3.27
2.3, 2.80198019802
1.37, 3.85
2.0, 3.14
1.85, 3.78125
1.16831683168, 3.50505050505
1.83, 1.81052631579
2.55555555556, 3.11
2.88118811881, 2.99019607843
2.22, 3.08139534884
3.67, 3.5
3.5, 4.0
3.94, 1.87878787879
4.0, 3.17
4.0, 1.36263736264
3.94, 3.87128712871
4.0, 2.57303370787
4.0, 2.18181818182
3.93, 1.26
0.0, 3.18367346939
0.0, 1.96875
0.0, 2.9375
0.0, 2.68
0.0, 2.9587628866
1.0202020202, 3.16
2.18, 2.69
2.21, 1.94949494949
2.12871287129, 2.8
2.17, 2.29787234043
2.18, 2.3085106383
2.21, 2.23655913978
2.19, 2.24752475248
3.38, 3.38
3.4, 2.87096774194
3.33, 3.0
3.33, 3.33
3.0, 3.75
3.6, 3.0
3.56, 3.5
3.42, 2.91304347826
3.86, 2.51578947368
3.9, 2.11111111111
3.9, 1.7
3.89, 2.17
4.0, 3.16
4.0, 3.60240963855
4.0, 2.82
4.0, 2.8
